Date,Close
2022-01-03,2990.261740867344
2022-01-04,3060.9612471653163
2022-01-05,3150.216497487096
2022-01-06,3081.8446163920316
2022-01-07,3037.1360242008054
2022-01-08,2991.449894130897
2022-01-09,3027.934281828064
2022-01-10,2989.9390249214225
2022-01-11,2922.400505772999
2022-01-12,2951.768534001391
2022-01-13,2894.180487056492
2022-01-14,2970.8702117847183
2022-01-15,2925.1257447022067
2022-01-16,2875.8800315484186
2022-01-17,2836.5954381070937
2022-01-18,2893.273493291117
2022-01-19,2972.88742313683
2022-01-20,3061.2393280153547
2022-01-21,3015.5407055803785
2022-01-22,3082.7479434020656
2022-01-23,3152.14666533735
2022-01-24,3098.298267595685
2022-01-25,3054.9640960507672
2022-01-26,3112.5918829430366
2022-01-27,3164.834590724361
2022-01-28,3253.4723699955953
2022-01-29,3324.5757791930673
2022-01-30,3286.870467856488
2022-01-31,3232.8596424210973
2022-02-01,3141.01379219706
2022-02-02,3073.580125654382
2022-02-03,3157.3086889581286
2022-02-04,3096.607056807397
2022-02-05,3058.7452287081687
2022-02-06,3104.9068896612557
2022-02-07,3012.9433822201754
2022-02-08,2947.816973347602
2022-02-09,2860.9775539183074
2022-02-10,2823.9062302491557
2022-02-11,2876.185985307582
2022-02-12,2911.8199782280676
2022-02-13,2826.8738847077125
2022-02-14,2761.229661502565
2022-02-15,2686.5291289877614
2022-02-16,2750.0628084319333
2022-02-17,2705.276790489669
2022-02-18,2662.9631221783743
2022-02-19,2588.652592039705
2022-02-20,2517.0705051701393
2022-02-21,2473.6746317144325
2022-02-22,2534.2336622639277
2022-02-23,2479.5767227815013
2022-02-24,2453.538723320742
2022-02-25,2484.2932787880095
2022-02-26,2456.624790192514
2022-02-27,2422.146180650409
2022-02-28,2474.2224880508506
2022-03-01,2410.2144693240925
2022-03-02,2446.713099043783
2022-03-03,2378.8333082837003
2022-03-04,2449.7072869746626
2022-03-05,2385.8852399909138
2022-03-06,2360.608680894682
2022-03-07,2389.417763919162
2022-03-08,2353.3985173568203
2022-03-09,2404.8028854700883
2022-03-10,2474.7782681260037
2022-03-11,2427.9507227456147
2022-03-12,2359.535169155697
2022-03-13,2312.933731663563
2022-03-14,2287.2326462207257
2022-03-15,2222.096011315406
2022-03-16,2254.9521732309317
2022-03-17,2197.036480021493
2022-03-18,2238.5015413098836
2022-03-19,2186.3922342094156
2022-03-20,2139.249264672434
2022-03-21,2166.129224056594
2022-03-22,2115.401063814667
2022-03-23,2062.9742915319916
2022-03-24,2106.9203871937934
2022-03-25,2082.1617434110594
2022-03-26,2135.5123213313486
2022-03-27,2083.8014058617155
2022-03-28,2114.768424067796
2022-03-29,2169.275706166233
2022-03-30,2234.161672221999
2022-03-31,2195.7516830244303
2022-04-01,2219.322851062096
2022-04-02,2195.332401587995
2022-04-03,2144.9990808770076
2022-04-04,2107.0256989782474
2022-04-05,2047.680267530975
2022-04-06,2013.7502654538469
2022-04-07,1960.055866375859
2022-04-08,1939.6465227334131
2022-04-09,1916.466630823015
2022-04-10,1970.3571839378428
2022-04-11,2009.4643139963564
2022-04-12,2047.24784903514
2022-04-13,2096.646585983819
2022-04-14,2145.578134948599
2022-04-15,2081.2364615303673
2022-04-16,2107.6759974727474
2022-04-17,2167.399491356035
2022-04-18,2115.366526482442
2022-04-19,2156.2831036902085
2022-04-20,2101.2641279461654
2022-04-21,2146.427990075703
2022-04-22,2185.1677832957353
2022-04-23,2215.433954104709
2022-04-24,2278.9466485768403
2022-04-25,2325.0788856533773
2022-04-26,2391.753201166118
2022-04-27,2365.4988294617083
2022-04-28,2321.2845546382273
2022-04-29,2352.0818218537484
2022-04-30,2289.836356660136
2022-05-01,2231.571759321515
2022-05-02,2200.7999101993205
2022-05-03,2178.5389307415912
2022-05-04,2223.4930942144033
2022-05-05,2261.515830325372
2022-05-06,2318.7599225875583
2022-05-07,2258.51735934299
2022-05-08,2283.8357562823826
2022-05-09,2336.534819865982
2022-05-10,2393.7733968422813
2022-05-11,2452.679612799864
2022-05-12,2381.255510792001
2022-05-13,2405.5824636443667
2022-05-14,2461.2105207545114
2022-05-15,2430.6621789816986
2022-05-16,2395.4081174478033
2022-05-17,2353.628592846939
2022-05-18,2383.5579392228487
2022-05-19,2331.7197677470567
2022-05-20,2270.12206257616
2022-05-21,2235.823732669186
2022-05-22,2264.211897469038
2022-05-23,2219.9812496882605
2022-05-24,2247.6199565455336
2022-05-25,2293.3181265451763
2022-05-26,2234.418120494712
2022-05-27,2178.1739023796176
2022-05-28,2138.762175164335
2022-05-29,2101.080749219716
2022-05-30,2070.616024739415
2022-05-31,2120.671928351112
2022-06-01,2090.803824903904
2022-06-02,2118.897358162024
2022-06-03,2153.1840330599157
2022-06-04,2175.6168929527953
2022-06-05,2239.364490309644
2022-06-06,2265.895057744884
2022-06-07,2239.6371661076228
2022-06-08,2304.0233536750793
2022-06-09,2354.38650281187
2022-06-10,2323.2376965066287
2022-06-11,2254.9388886469114
2022-06-12,2293.6941700875736
2022-06-13,2348.396745952007
2022-06-14,2296.7236881967924
2022-06-15,2244.2719517039523
2022-06-16,2183.2464580661444
2022-06-17,2119.981557188112
2022-06-18,2172.6490178623494
2022-06-19,2125.366470092505
2022-06-20,2100.6856155212968
2022-06-21,2135.416077936059
2022-06-22,2161.02876966935
2022-06-23,2105.6049240378848
2022-06-24,2067.5299149001144
2022-06-25,2097.376956655632
2022-06-26,2155.4168556425543
2022-06-27,2215.236570225371
2022-06-28,2277.0663239098913
2022-06-29,2230.7452571193407
2022-06-30,2186.235325294616
2022-07-01,2138.5663474685757
2022-07-02,2165.5578451679426
2022-07-03,2138.236481601295
2022-07-04,2161.2620829727766
2022-07-05,2198.5232181887604
2022-07-06,2155.1735554494753
2022-07-07,2130.541987840068
2022-07-08,2068.539421970202
2022-07-09,2006.6567514584817
2022-07-10,1974.9943414965653
2022-07-11,1929.2741673074127
2022-07-12,1983.5651074099521
2022-07-13,2030.3084366405697
2022-07-14,2002.0732362258327
2022-07-15,2046.7267295936228
2022-07-16,2095.776357786464
2022-07-17,2055.5047712170754
2022-07-18,2085.8319234522905
2022-07-19,2106.7499616862915
2022-07-20,2158.8102130388233
2022-07-21,2119.336296964926
2022-07-22,2177.9093763010687
2022-07-23,2119.209796309348
2022-07-24,2150.7092076652416
2022-07-25,2184.603720206479
2022-07-26,2154.678755262192
